ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent
07280;2013-09-05T11:00:00+02:00;101570;10;0;130;1.5;296.05;288.35;62;35000;0;;;;;;;;;98970;;;;;;;;;;;;2.600000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;0
07280;2013-09-06T08:00:00+02:00;101180;90;3;200;1.0;286.85;285.55;92;24000;0;;;75;;;;;;98500;;;;285.050000;;299.950000;;284.150000;;;;1.500000;-10;0;0.000000;;;0.0;0.0;;0.0;0.0;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-09-07T08:00:00+02:00;101670;30;0;360;1.0;290.05;289.25;95;3200;10;;;100;;80;;;;99010;;;;289.850000;;298.450000;;290.150000;;;;2.100000;-10;2;0.000000;;;0.4;1.0;;5.0;5.2;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;10
07280;2013-09-03T23:00:00+02:00;102390;40;0;320;2.6;292.45;285.75;65;60000;0;;;;;;;;;99730;;;;;;;;;;;;3.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;0
07280;2013-10-03T20:00:00+02:00;101490;100;3;180;3.1;293.25;287.15;68;45000;0;;;;;;;;;98870;;;;285.950000;;296.650000;;;;;;6.200000;-10;;;;;0.0;0.0;;0.0;;710.000000;1106.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-10-08T11:00:00+02:00;102500;90;1;10;3.6;287.75;284.15;79;10000;0;;;100;;1250;;;;99800;;;;;;;;;;;;5.700000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1106.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-10-05T11:00:00+02:00;101860;330;3;280;3.1;288.45;286.65;89;10000;61;;;100;;450;;;;99180;;;;;;;;;;;;8.700000;-10;;0.000000;;;5.0;7.0;;;;710.000000;1109.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;61
07280;2013-10-06T02:00:00+02:00;102370;-10;8;210;1.0;286.45;285.55;94;10000;0;;;100;;800;;;;99660;;;;;;;;;;;;1.500000;-10;;0.000000;;;0.0;0.0;0.2;;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-10-31T10:00:00+01:00;102690;90;1;360;2.6;281.05;277.45;78;60000;0;;;;;;;;;99910;;;;;;;;;;;;3.600000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1104.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-11-04T07:00:00+01:00;100010;-280;6;190;9.3;282.15;279.75;85;17000;61;;;100;;800;;;;97320;;;;281.050000;;283.250000;;280.150000;;;;14.900000;-10;2;0.000000;;;0.2;0.2;;0.2;1.6;710.000000;1115.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;61
07280;2013-11-05T01:00:00+01:00;100410;200;2;310;3.1;280.05;277.75;85;60000;0;;;100;;450;;;;97690;;;;;;;;;;;;7.700000;-10;;0.000000;;;0.0;0.6;0.6;;;710.000000;1108.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;0
07280;2013-11-11T04:00:00+01:00;102840;120;2;10;1.0;275.95;273.95;87;50000;0;;;;;800;;;;100010;;;;;;;;;;;;4.600000;-10;;;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;0
07280;2013-11-09T01:00:00+01:00;101560;240;3;230;4.1;283.95;278.85;71;60000;0;;;100;;1750;;;;98840;;;;;;;;;;;;7.700000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1108.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-11-12T22:00:00+01:00;102720;70;3;330;1.0;279.25;276.75;84;14000;0;;;100;;1250;;;;99920;;;;;;;;;;;;1.500000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-11-16T01:00:00+01:00;102800;50;3;360;4.1;275.45;273.15;85;9000;0;;;;;;;;;99960;;;;;;;;;;;;5.700000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1106.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-11-24T22:00:00+01:00;102450;130;1;350;4.6;278.55;274.25;74;60000;0;;;100;;1750;;;;99650;;;;;;;;;;;;7.200000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-11-30T13:00:00+01:00;102120;30;0;10;7.2;278.75;273.55;69;45000;0;;;90;;800;;;;99330;;;;;;;;;;;;9.300000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1109.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;0
07280;2013-11-28T10:00:00+01:00;103510;100;2;350;3.6;272.15;267.95;70;18000;0;;;;;2250;;;;100620;;;;;;;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;0
07280;2013-11-30T19:00:00+01:00;102500;260;3;20;3.1;276.85;273.75;80;28000;0;;;100;;800;;;;99680;;;;274.850000;;279.750000;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;0.0;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-11-23T22:00:00+01:00;101510;110;3;350;8.2;278.65;274.75;76;40000;0;;;100;;800;;;;98740;;;;;;;;;;;;11.800000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1112.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-12-04T04:00:00+01:00;103050;-60;6;0;0.0;270.15;269.65;96;200;49;;;101;;;62;61;60;100150;;;;;;;;;;;;1.000000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1101.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;49
07280;2013-12-08T19:00:00+01:00;103190;20;0;280;1.0;273.15;272.05;92;8000;0;;;;;;;;;100320;;;;269.050000;;281.750000;;;;;;1.500000;-10;;0.000000;;;0.0;0.0;;0.0;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;0
07280;2013-12-06T16:00:00+01:00;102980;40;3;330;3.1;278.95;270.35;54;55000;0;;;;;;;;;100170;;;;;;;;;;;;6.700000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-12-01T16:00:00+01:00;102710;-50;5;10;7.2;279.05;272.75;64;55000;0;;;100;;800;;;;99910;;;;;;;;;;;;11.300000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1111.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;5;;0
07280;2013-12-11T19:00:00+01:00;103400;0;5;0;0.0;271.65;271.25;97;100;49;;;101;;;62;61;60;100510;;;;268.950000;;271.650000;;;;;;0.000000;-10;;0.000000;;;0.0;0.0;;0.0;;710.000000;1100.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;5;;49
07280;2013-04-06T17:00:00+02:00;101590;90;2;10;6.7;281.85;271.95;50;10000;0;;;90;;1250;;;;98850;;;;;;;;;;;;10.300000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1110.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;0
07280;2013-07-31T08:00:00+02:00;102210;20;1;180;1.5;291.35;289.55;89;50000;0;;;;;1250;;;;99550;;;;289.150000;;295.950000;;289.150000;;;;3.100000;-10;0;0.000000;;;0.0;0.0;;0.0;1.6;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-07-26T08:00:00+02:00;101400;60;3;230;0.5;293.25;290.65;85;35000;0;;;75;;;;;;98780;;;;291.050000;;302.550000;;290.150000;;;;1.500000;-10;0;0.000000;;;0.0;0.0;;0.0;0.0;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-07-31T23:00:00+02:00;101820;40;3;0;0.0;293.65;290.05;80;55000;0;;;;;;;;;99190;;;;;;;;;;;;1.000000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1101.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-09-16T05:00:00+02:00;101140;-200;6;190;5.1;286.15;282.75;80;50000;61;;;100;;800;;;;98460;;;;;;;;;;;;8.200000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1108.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;61
07280;2013-04-22T23:00:00+02:00;102010;160;1;320;2.6;284.95;276.15;55;19000;0;;;100;;1750;;;;99290;;;;;;;;;;;;4.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1104.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-05-20T14:00:00+02:00;101440;30;1;190;6.7;282.75;281.55;92;12000;61;;;100;;450;;;;98720;;;;;;;;;;;;11.800000;-10;;0.000000;;;2.0;4.0;4.0;;;710.000000;1112.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;61
07280;2013-07-07T23:00:00+02:00;102460;140;3;360;4.6;295.15;288.75;67;29000;0;;;;;;;;;99830;;;;;;;;;;;;6.200000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1106.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-07-05T05:00:00+02:00;102690;10;3;10;1.0;290.55;287.05;80;50000;0;;;100;;1250;;;;100010;;;;;;;;;;;;1.000000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1101.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-07-13T08:00:00+02:00;101960;40;3;350;4.1;290.25;283.85;66;35000;0;;;;;;;;;99290;;;;287.450000;;297.550000;;286.150000;;;;7.200000;-10;0;0.000000;;;0.0;0.0;;0.0;0.0;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-07-06T17:00:00+02:00;102310;-70;8;30;5.1;300.75;288.75;48;45000;0;;;;;;;;;99730;;;;;;;;;;;;9.800000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1110.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-07-08T23:00:00+02:00;102280;100;2;10;3.6;294.55;286.75;61;40000;0;;;;;;;;;99650;;;;;;;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;0
07280;2013-07-18T02:00:00+02:00;101900;-30;8;320;2.1;294.55;287.65;65;26000;0;;;100;;;;;;99280;;;;;;;;;;;;4.600000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-07-14T23:00:00+02:00;102090;140;3;350;4.1;294.45;285.05;55;50000;0;;;;;;;;;99460;;;;;;;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-07-17T11:00:00+02:00;102000;20;0;10;1.5;298.75;287.25;49;55000;0;;;;;;;;;99410;;;;;;;;;;;;4.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1104.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;0
07280;2013-07-25T20:00:00+02:00;101400;-70;6;140;1.5;302.55;289.05;44;60000;0;;;;;;;;;98860;;;;293.550000;;305.350000;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;0.0;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-10-22T14:00:00+02:00;100720;-210;8;180;6.2;296.85;288.85;61;19000;0;;;;;;;;;98150;;;;;;;;;;;;15.400000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1115.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-10-23T17:00:00+02:00;101300;70;3;180;4.6;289.75;287.25;85;50000;0;;;100;;450;;;;98650;;;;;;;;;;;;8.700000;-10;;0.000000;;;0.8;0.8;;;;710.000000;1109.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-10-20T05:00:00+02:00;101540;-50;7;180;2.6;288.85;286.85;88;21000;0;;;100;;;;;;98870;;;;;;;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;7;;0
07280;2013-01-31T22:00:00+01:00;102310;0;0;190;4.6;282.35;279.95;85;60000;0;;;100;;800;;;;99560;;;;;;;;;;;;6.700000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;0
07280;2013-01-05T04:00:00+01:00;103740;-30;6;0;0.0;279.65;278.95;95;3700;10;;;100;;450;;;;100920;;;;;;;;;;;;2.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;10
07280;2013-01-05T07:00:00+01:00;103660;-80;6;310;1.0;279.55;278.85;95;8000;0;;;100;;800;;;;100840;;;;279.350000;;281.050000;;279.150000;;;;2.100000;-10;2;0.000000;;;0.0;0.2;;0.4;0.4;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-01-27T01:00:00+01:00;101940;0;5;180;1.0;273.15;272.05;92;2200;10;;;100;;800;;;;99100;;;;;;;;;;;;2.600000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;5;;10
07280;2013-01-26T01:00:00+01:00;101350;-280;6;330;1.0;267.55;266.15;89;6000;0;;;;;;;;;98470;;;;;;;;;;;;1.500000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-02-04T16:00:00+01:00;102090;-80;6;190;5.1;279.15;278.55;96;6000;0;;;100;;150;;;;99310;;;;;;;;;;;;7.700000;-10;;0.000000;;;0.2;0.4;;;;710.000000;1108.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-02-07T04:00:00+01:00;101180;150;3;340;5.1;273.95;271.75;85;35000;0;;;100;;800;;;;98370;;;;;;;;;;;;7.200000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-02-11T19:00:00+01:00;100070;130;3;310;1.0;275.75;275.05;95;6000;0;;;100;;800;;;;97310;;;;273.650000;;276.550000;;;;;;1.500000;-10;;0.000000;;;0.0;0.2;;1.0;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-02-12T13:00:00+01:00;101070;190;2;30;5.1;273.55;270.95;83;6000;0;;;100;;450;;;;98260;;;;;;;;;;;;7.200000;-10;;0.000000;;;0.0;0.0;0.2;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;0
07280;2013-02-13T10:00:00+01:00;102340;220;1;360;4.6;271.45;265.95;63;11000;0;;;100;;1250;;;;99470;;;;;;;;;;;;7.200000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-02-15T16:00:00+01:00;102220;70;3;310;2.1;279.95;276.05;76;60000;0;;;100;;800;;;;99440;;;;;;;;;;;;3.100000;-10;;;;;0.0;0.0;;;;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-02-17T07:00:00+01:00;102190;-50;7;30;4.1;273.45;272.75;95;5000;0;;;100;;150;;;;99350;;;;272.950000;;276.550000;;270.150000;;;;6.700000;-10;;;;;0.0;0.0;;0.0;0.0;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;7;;0
07280;2013-02-18T07:00:00+01:00;101890;10;3;10;2.6;269.55;268.15;89;10000;0;;;;;;;;;99010;;;;269.550000;;276.350000;;266.150000;;;;3.600000;-10;;;;;0.0;0.0;;0.0;0.0;710.000000;1104.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;0
07280;2013-02-18T22:00:00+01:00;102030;40;1;120;0.5;270.35;269.55;93;200;48;;;;;;;;;99160;;;;;;;;;;;;1.500000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;48
07280;2013-02-23T04:00:00+01:00;100870;-70;7;360;5.1;267.55;264.65;78;7000;0;;;;;1250;;;;98000;;;;;;;;;;;;7.700000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1108.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;7;;0
07280;2013-03-01T04:00:00+01:00;102270;-100;8;350;4.1;272.15;271.05;91;6000;0;;;;;;;;;99410;;;;;;;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-03-03T01:00:00+01:00;102320;-60;8;20;1.5;274.65;271.25;78;10000;0;;;100;;800;;;;99490;;;;;;;;;;;;2.100000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-03-16T16:00:00+01:00;100700;-330;6;170;4.6;282.65;267.95;35;45000;0;;;75;;;;;;97990;;;;;;;;;;;;9.300000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1109.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-03-14T10:00:00+01:00;101260;100;1;360;6.2;273.35;268.55;70;10000;0;;;100;;1750;;;;98440;;;;;;;;;;;;7.700000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1108.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-03-09T16:00:00+01:00;100260;-120;6;200;1.5;287.75;278.85;55;60000;0;;;;;;;;;97610;;;;;;;;;;;;4.600000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-03-22T07:00:00+01:00;101190;-140;8;360;3.1;276.45;272.95;78;13000;0;;;;;1750;;;;98410;;;;276.350000;;281.150000;;273.150000;;;;4.100000;-10;0;0.000000;;;0.0;0.0;;0.0;0.0;710.000000;1104.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-03-20T16:00:00+01:00;100840;80;1;200;7.7;283.25;275.15;57;60000;0;;;;;;;;;98130;;;;;;;;;;;;12.300000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1112.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-03-30T01:00:00+01:00;100370;-180;8;10;2.1;276.15;274.95;92;1600;10;;;100;;250;;;;97610;;;;;;;;;;;;2.600000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;10
07280;2013-04-04T17:00:00+02:00;100040;-160;6;100;2.6;287.95;275.85;44;16000;0;;;90;;;;;;97400;;;;;;;;;;;;6.200000;-10;;;;;0.0;0.0;;;;710.000000;1106.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-04-04T23:00:00+02:00;100200;80;2;360;3.1;281.65;274.05;59;7000;0;;;75;;;;;;97490;;;;;;;;;;;;4.600000;-10;;;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;0
07280;2013-04-05T02:00:00+02:00;100150;-50;7;10;4.1;281.05;273.95;61;6000;0;;;90;;;;;;97440;;;;;;;;;;;;6.200000;-10;;;;;0.0;0.0;0.0;;;710.000000;1106.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;7;;0
07280;2013-04-05T17:00:00+02:00;100560;100;2;310;3.1;282.75;276.45;65;4800;10;;;100;;800;;;;97860;;;;;;;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;10
07280;2013-04-10T14:00:00+02:00;101170;-50;8;210;5.7;285.85;279.65;66;50000;0;;;;;800;;;;98480;;;;;;;;;;;;14.400000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1114.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-04-10T20:00:00+02:00;100990;-110;6;160;2.1;285.05;278.85;66;60000;0;;;100;;1250;;;;98300;;;;280.050000;;286.550000;;;;;;5.100000;-10;;0.000000;;;0.0;0.0;;0.2;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;6;;0
07280;2013-06-21T14:00:00+02:00;101750;20;1;220;3.1;292.45;285.25;63;60000;0;;;100;;800;;;;99110;;;;;;;;;;;;6.200000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1106.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-06-18T02:00:00+02:00;101370;160;1;340;2.6;294.15;287.75;67;60000;0;;;;;;;;;98760;;;;;;;;;;;;4.600000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-07-11T17:00:00+02:00;101560;-50;8;10;6.2;298.15;285.35;45;16000;0;;;;;;;;;98970;;;;;;;;;;;;9.800000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1110.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;8;;0
07280;2013-07-15T11:00:00+02:00;102190;40;1;20;3.6;297.05;286.25;51;29000;0;;;;;;;;;99580;;;;;;;;;;;;6.700000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-08-27T20:00:00+02:00;101500;180;3;360;2.1;288.55;286.55;88;5000;62;;;100;;450;;;;98830;;;;287.750000;;294.950000;;;;;;7.700000;-10;;0.000000;;;4.0;4.0;;5.0;;710.000000;1108.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;62
07280;2013-10-01T23:00:00+02:00;101170;70;2;310;1.0;286.05;285.25;95;400;44;;;;;;;;;98490;;;;;;;;;;;;2.100000;-10;;0.000000;;;0.0;;;;;710.000000;1102.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;2;;44
07280;2013-10-02T14:00:00+02:00;101350;0;0;150;0.5;291.55;288.25;81;12000;0;;;100;;250;;;;98720;;;;;;;;;;;;2.600000;-10;;0.000000;;;0.0;0.0;0.0;;;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;0;;0
07280;2013-10-06T08:00:00+02:00;102380;60;3;330;2.1;286.95;286.05;94;8000;61;;;100;;800;;;;99670;;;;286.450000;;288.150000;;287.150000;;;;2.600000;-10;2;0.000000;;;0.2;0.6;;0.8;19.3;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;3;;61
07280;2013-11-27T07:00:00+01:00;103280;-20;5;10;3.6;270.55;267.85;80;15000;0;;;;;;;;;100380;;;;269.850000;;274.350000;;268.150000;;;;5.100000;-10;;;;;0.0;0.0;;0.0;0.0;710.000000;1105.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;5;;0
07280;2013-11-30T22:00:00+01:00;102660;150;1;360;4.6;275.45;273.35;86;30000;0;;;;;;;;;99830;;;;;;;;;;;;7.200000;-10;;;;;0.0;0.0;;;;710.000000;1107.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;1;;0
07280;2013-12-10T07:00:00+01:00;103590;0;5;0;0.0;268.25;267.75;96;200;49;;;101;;;62;61;60;100650;;;;267.850000;;271.450000;;268.150000;;;;0.000000;-10;;;;;0.0;0.0;;0.0;0.0;710.000000;1100.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;5;;49
07280;2013-12-15T16:00:00+01:00;103390;-70;5;200;1.0;274.25;273.95;98;1700;10;;;100;;80;;;;100520;;;;;;;;;;;;3.100000;-10;;0.000000;;;0.0;0.0;;;;710.000000;1103.000000;;;;;;;;;;;;;;;47.267833, 5.088333;DIJON-LONGVIC;5;;10
